Reporting Date,Debt/Equity,Gross Purchases(Rs Crore),Gross Sales(Rs Crore),Net Investment (Rs Crore),Net Investment US($) million,Conversion (1 USD TO INR),nan
05-Dec-06,Equity,2552.7,5366.5,-2813.8,-631.0,Rs. 44.59,
06-Dec-06,Equity,2557.4,2124.2,433.2,97.2,Rs. 44.56,
07-Dec-06,Equity,2119.2,1875.1,244.2,54.9,Rs. 44.51,
08-Dec-06,Equity,1657.5,1647.4,10.1,2.3,Rs. 44.66,
11-Dec-06,Equity,1682.4,1835.0,-152.6,-34.1,Rs. 44.69,
12-Dec-06,Equity,2442.6,2020.3,422.3,94.3,Rs. 44.76,
13-Dec-06,Equity,3088.4,2993.2,95.2,21.3,Rs. 44.82,
14-Dec-06,Equity,2782.7,2879.6,-96.9,-21.6,Rs. 44.83,
15-Dec-06,Equity,2512.3,2363.6,148.6,33.2,Rs. 44.74,
18-Dec-06,Equity,2038.7,2084.7,-46.0,-10.3,Rs. 44.66,
19-Dec-06,Equity,2266.4,2449.1,-182.7,-40.8,Rs. 44.79,
20-Dec-06,Equity,1580.1,2253.5,-673.4,-150.2,Rs. 44.83,
21-Dec-06,Equity,1891.7,2256.8,-365.1,-81.6,Rs. 44.74,
22-Dec-06,Equity,1666.5,1401.7,264.8,59.2,Rs. 44.73,
26-Dec-06,Equity,298.6,290.4,8.2,1.8,Rs. 44.59,
27-Dec-06,Equity,2076.8,2229.7,-153.0,-34.3,Rs. 44.54,
28-Dec-06,Equity,923.0,1291.1,-368.2,-82.9,Rs. 44.39,
29-Dec-06,Equity,2188.1,3237.8,-1049.7,-236.6,Rs. 44.36,
02-Jan-07,Equity,1488.5,1156.7,331.9,75.0,Rs. 44.23,
03-Jan-07,Equity,4352.1,998.8,3353.3,758.7,Rs. 44.20,
04-Jan-07,Equity,1913.9,1706.1,207.8,46.9,Rs. 44.33,
05-Jan-07,Equity,1700.7,1962.9,-262.2,-59.0,Rs. 44.42,
08-Jan-07,Equity,2794.7,2793.8,0.9,0.2,Rs. 44.30,
09-Jan-07,Equity,1385.3,4461.0,-3075.7,-692.4,Rs. 44.42,
10-Jan-07,Equity,2739.8,3108.0,-368.2,-82.8,Rs. 44.47,
11-Jan-07,Equity,1752.0,2858.8,-1106.8,-248.5,Rs. 44.53,
12-Jan-07,Equity,2460.3,2301.0,159.2,35.7,Rs. 44.56,
15-Jan-07,Equity,2633.1,2426.1,207.0,46.4,Rs. 44.61,
16-Jan-07,Equity,2610.7,2849.6,-238.9,-53.9,Rs. 44.31,
17-Jan-07,Equity,1787.0,1685.7,101.3,22.9,Rs. 44.32,
18-Jan-07,Equity,1716.5,1625.3,91.2,20.6,Rs. 44.27,
19-Jan-07,Equity,2531.7,2419.8,111.9,25.3,Rs. 44.25,
22-Jan-07,Equity,2106.1,2029.3,76.8,17.3,Rs. 44.34,
23-Jan-07,Equity,2236.2,1916.4,319.8,72.3,Rs. 44.21,
24-Jan-07,Equity,2388.6,2119.5,269.1,60.9,Rs. 44.21,
25-Jan-07,Equity,2671.3,2498.6,172.7,39.0,Rs. 44.23,
29-Jan-07,Equity,3783.7,3642.7,141.0,31.9,Rs. 44.24,
02-Feb-07,Equity,7283.7,7753.3,-469.7,-106.3,Rs. 44.17,
05-Feb-07,Equity,3927.4,3262.8,664.6,150.7,Rs. 44.11,
06-Feb-07,Equity,2107.0,1762.0,345.0,78.2,Rs. 44.11,
07-Feb-07,Equity,3104.9,2448.9,656.0,148.7,Rs. 44.13,
08-Feb-07,Equity,2768.8,2223.4,545.4,123.7,Rs. 44.09,
09-Feb-07,Equity,2562.7,1863.8,698.9,158.4,Rs. 44.12,
12-Feb-07,Equity,2518.1,2243.5,274.6,62.3,Rs. 44.06,
13-Feb-07,Equity,2323.0,2104.3,218.7,49.5,Rs. 44.18,
14-Feb-07,Equity,2602.6,2842.1,-239.6,-54.2,Rs. 44.17,
15-Feb-07,Equity,2804.1,2593.7,210.4,47.7,Rs. 44.16,
19-Feb-07,Equity,3261.0,2643.9,617.1,140.0,Rs. 44.09,
20-Feb-07,Equity,1725.5,1505.3,220.2,50.0,Rs. 44.07,
21-Feb-07,Equity,2005.7,1531.8,473.9,107.2,Rs. 44.20,
22-Feb-07,Equity,2240.0,2280.2,-40.2,-9.1,Rs. 44.19,
23-Feb-07,Equity,3256.6,3481.8,-225.2,-50.9,Rs. 44.25,
26-Feb-07,Equity,7011.2,2724.0,4287.2,968.2,Rs. 44.28,
27-Feb-07,Equity,2483.1,3065.1,-582.1,-131.8,Rs. 44.17,
28-Feb-07,Equity,1818.5,2234.3,-415.7,-94.0,Rs. 44.20,
01-Mar-07,Equity,3048.7,4693.0,-1644.3,-371.1,Rs. 44.31,
02-Mar-07,Equity,2798.3,3237.0,-438.6,-99.1,Rs. 44.27,
05-Mar-07,Equity,3442.4,3117.5,324.9,73.4,Rs. 44.28,
06-Mar-07,Equity,2862.9,3175.6,-312.7,-70.3,Rs. 44.49,
07-Mar-07,Equity,2212.3,2782.7,-570.4,-128.0,Rs. 44.56,
08-Mar-07,Equity,2673.0,2588.9,84.0,18.9,Rs. 44.50,
09-Mar-07,Equity,2197.6,2081.7,115.8,26.1,Rs. 44.44,
12-Mar-07,Equity,2757.2,2361.5,395.7,89.4,Rs. 44.27,
13-Mar-07,Equity,2704.4,2500.0,204.3,46.2,Rs. 44.22,
14-Mar-07,Equity,1641.4,1725.4,-84.0,-19.0,Rs. 44.22,
15-Mar-07,Equity,1709.6,2571.0,-861.4,-194.4,Rs. 44.31,
16-Mar-07,Equity,1978.8,1960.3,18.5,4.2,Rs. 44.22,
19-Mar-07,Equity,1316.0,1314.0,2.1,0.5,Rs. 44.22,
20-Mar-07,Equity,1056.5,1306.5,-250.0,-56.6,Rs. 44.17,
21-Mar-07,Equity,1630.7,1494.4,136.3,31.0,Rs. 43.98,
22-Mar-07,Equity,1395.4,1230.8,164.5,37.7,Rs. 43.63,
23-Mar-07,Equity,2594.6,1881.5,713.1,163.3,Rs. 43.66,
26-Mar-07,Equity,2707.2,2028.8,678.5,155.3,Rs. 43.70,
28-Mar-07,Equity,2184.7,2104.2,80.5,18.6,Rs. 43.39,
29-Mar-07,Equity,3716.4,3196.2,520.2,120.6,Rs. 43.14,
30-Mar-07,Equity,4050.2,4409.2,-359.0,-82.6,Rs. 43.47,
02-Apr-07,Equity,2922.8,2082.0,840.8,193.4,Rs. 43.47,
03-Apr-07,Equity,2072.4,2545.9,-473.5,-108.6,Rs. 43.59,
04-Apr-07,Equity,2237.5,2407.4,-169.9,-39.4,Rs. 43.13,
05-Apr-07,Equity,2406.1,2408.3,-2.2,-0.5,Rs. 42.90,
09-Apr-07,Equity,2341.0,1773.5,567.5,131.5,Rs. 43.15,
